gene_id	term
MSTRG.10987	K09228
MSTRG.10993	K02736
MSTRG.11004	K12619
MSTRG.11005	K11996
MSTRG.11005	K21029
MSTRG.1101	K01045
MSTRG.11016	K24086
MSTRG.11021	K07831
MSTRG.11025	K12897
MSTRG.11029	K27096
MSTRG.11031	K06974
MSTRG.11043	K02838
MSTRG.11054	K23843
MSTRG.11058	K04615
MSTRG.11063	K05309
MSTRG.1107	K12311
MSTRG.11077	K12820
MSTRG.11104	K00287
MSTRG.11106	K27318
MSTRG.11108	K04734
MSTRG.11109	K13295
MSTRG.11110	K00140
MSTRG.11111	K21775
MSTRG.11115	K10411
MSTRG.11117	K02207
MSTRG.11129	K24537
MSTRG.1113	K12386
MSTRG.11131	K11427
MSTRG.11132	K13124
MSTRG.11139	K07497
MSTRG.11146	K27583
MSTRG.11147	K08495
MSTRG.11151	K07752
MSTRG.11155	K27888
MSTRG.11158	K14862
MSTRG.11160	K15430
MSTRG.11165	K03593
MSTRG.11166	K03593
MSTRG.11168	K06700
MSTRG.11170	K18756
MSTRG.1118	K12386
MSTRG.11191	K09228
MSTRG.1120	K12386
MSTRG.11206	K09319
MSTRG.1121	K17436
MSTRG.11223	K15276
MSTRG.11224	K05687
MSTRG.11224	K03152
MSTRG.11237	K27310
MSTRG.11241	K07497
MSTRG.11242	K20473
MSTRG.11244	K01598
MSTRG.11248	K03234
MSTRG.11251	K11839
MSTRG.11254	K15031
MSTRG.11257	K09529
MSTRG.11260	K28100
MSTRG.11261	K18162
MSTRG.11265	K18408
MSTRG.11266	K07390
MSTRG.1128	K26076
MSTRG.11285	K28949
MSTRG.11290	K16308
MSTRG.11299	K12845
MSTRG.1130	K12492
MSTRG.11301	K04403
MSTRG.11305	K15684
MSTRG.11309	K24797
MSTRG.11313	K18416
MSTRG.11320	K13443
MSTRG.11321	K11274
MSTRG.11324	K24865
MSTRG.11326	K02325
MSTRG.11335	K11643
MSTRG.1134	K04659
MSTRG.11340	K18798
MSTRG.11344	K18443
MSTRG.11347	K16684
MSTRG.1135	K00902
MSTRG.11350	K15171
MSTRG.11357	K10693
MSTRG.11361	K10693
MSTRG.11363	K10693
MSTRG.11366	K24889
MSTRG.11367	K23542
MSTRG.11370	K19201
MSTRG.11374	K01047
MSTRG.1139	K20776
MSTRG.11397	K10838
MSTRG.11399	K27966
MSTRG.1140	K20776
MSTRG.11401	K28042
MSTRG.11408	K03107
MSTRG.1141	K28212
MSTRG.11411	K11838
MSTRG.11413	K27699
MSTRG.11417	K22076
MSTRG.11418	K12488
MSTRG.1142	K13525
MSTRG.11427	K01915
MSTRG.11428	K01915
MSTRG.1143	K13982
MSTRG.11436	K26797
MSTRG.11443	K09880
MSTRG.11446	K10407
MSTRG.11449	K03262
MSTRG.1146	K00326
MSTRG.11467	K07439
MSTRG.11468	K03126
MSTRG.11470	K14784
MSTRG.11474	K12349
MSTRG.11475	K12349
MSTRG.11476	K12349
MSTRG.1148	K11092
MSTRG.11487	K11462
MSTRG.11488	K11462
MSTRG.11492	K16766
MSTRG.11501	K26544
MSTRG.11502	K01245
MSTRG.1151	K18442
MSTRG.11514	K10428
MSTRG.11517	K20300
MSTRG.11518	K23413
MSTRG.1152	K06961
MSTRG.11522	K11662
MSTRG.11523	K27963
MSTRG.11526	K12840
MSTRG.11531	K10450
MSTRG.11532	K00344
MSTRG.11534	K23583
MSTRG.11536	K17086
MSTRG.11537	K12825
MSTRG.11544	K24684
MSTRG.11546	K09228
MSTRG.11547	K09228
MSTRG.11549	K24524
MSTRG.1155	K14692
MSTRG.11550	K10888
MSTRG.11551	K09518
MSTRG.11554	K20474
MSTRG.11555	K10577
MSTRG.11556	K22401
MSTRG.11557	K10695
MSTRG.1156	K00858
MSTRG.11562	K23539
MSTRG.1157	K00586
MSTRG.11573	K12198
MSTRG.11583	K24761
MSTRG.11584	K15128
MSTRG.11588	K17426
MSTRG.1159	K10589
MSTRG.11605	K20180
MSTRG.11613	K15113
MSTRG.11615	K13201
MSTRG.11618	K14805
MSTRG.11619	K22817
MSTRG.11625	K24735
MSTRG.11626	K01084
MSTRG.11628	K04729
MSTRG.1163	K23010
MSTRG.11633	K11649
MSTRG.11636	K05236
MSTRG.11638	K05236
MSTRG.11639	K21031
MSTRG.1164	K14648
MSTRG.11640	K09228
MSTRG.1165	K14648
MSTRG.11652	K25185
MSTRG.11653	K00654
MSTRG.11655	K12874
MSTRG.11666	K14572
MSTRG.11667	K14572
MSTRG.11670	K18730
MSTRG.11671	K18730
MSTRG.11674	K20726
MSTRG.11677	K28344
MSTRG.11681	K20098
MSTRG.11682	K09086
MSTRG.11693	K07374
MSTRG.11704	K19759
MSTRG.11714	K15190
MSTRG.11717	K13343
MSTRG.1172	K10481
MSTRG.11725	K20396
MSTRG.1173	K06990
MSTRG.11730	K19613
MSTRG.11733	K16589
MSTRG.11736	K28869
MSTRG.11738	K10524
MSTRG.1174	K00670
MSTRG.11741	K03260
MSTRG.11744	K23678
MSTRG.11758	K15448
MSTRG.11760	K11672
MSTRG.11761	K15690
MSTRG.11768	K28515
MSTRG.11769	K15302
MSTRG.11773	K20689
MSTRG.11775	K02985
MSTRG.11787	K12306
MSTRG.11789	K26100
MSTRG.11791	K18189
MSTRG.11806	K26808
MSTRG.1181	K15040
MSTRG.11818	K03217
MSTRG.11819	K01251
MSTRG.11820	K02146
MSTRG.11828	K28626
MSTRG.11829	K15683
MSTRG.11835	K10394
MSTRG.11848	K06841
MSTRG.11855	K10874
MSTRG.11856	K21806
MSTRG.11857	K00627
MSTRG.11859	K28922
MSTRG.1186	K11976
MSTRG.11877	K23909
MSTRG.11879	K14753
MSTRG.1188	K11128
MSTRG.11888	K10586
MSTRG.11889	K24814
MSTRG.11890	K24814
MSTRG.11894	K04734
MSTRG.11898	K09548
MSTRG.1190	K07759
MSTRG.11902	K03750
MSTRG.11907	K24527
MSTRG.11917	K07753
MSTRG.11921	K11651
MSTRG.1193	K12811
MSTRG.1194	K07759
MSTRG.11944	K10645
MSTRG.11945	K10645
MSTRG.11947	K10645
MSTRG.11948	K17431
MSTRG.11955	K09498
MSTRG.11958	K22938
MSTRG.11980	K09499
MSTRG.11981	K21554
MSTRG.11985	K25818
MSTRG.11987	K08817
MSTRG.12017	K12886
MSTRG.12030	K11725
MSTRG.12033	K23796
MSTRG.12036	K12616
MSTRG.12038	K12616
MSTRG.12039	K04708
MSTRG.12041	K03538
MSTRG.12042	K03514
MSTRG.12045	K10580
MSTRG.12047	K04565
MSTRG.12048	K03714
MSTRG.1205	K04367
MSTRG.12053	K00456
MSTRG.12056	K00726
MSTRG.1206	K12833
MSTRG.12064	K08371
MSTRG.12065	K12666
MSTRG.12066	K12666
MSTRG.12067	K20224
MSTRG.12068	K20224
MSTRG.1207	K20773
MSTRG.12079	K19671
MSTRG.12084	K21919
MSTRG.12086	K04043
MSTRG.12091	K13506
MSTRG.12093	K13506
MSTRG.12094	K15335
MSTRG.12095	K00814
MSTRG.12096	K20305
MSTRG.12097	K20305
MSTRG.12098	K04799
MSTRG.12100	K13181
MSTRG.12107	K10275
MSTRG.12111	K23555
MSTRG.12114	K01079
MSTRG.12115	K28870
MSTRG.12116	K10858
MSTRG.12124	K16457
MSTRG.12149	K09228
MSTRG.12157	K01183
MSTRG.12159	K17497
MSTRG.12162	K26536
MSTRG.12164	K12177
MSTRG.12165	K12177
MSTRG.12167	K05692
MSTRG.12167	K10355
MSTRG.12167	K16575
MSTRG.12179	K01974
MSTRG.12185	K03942
MSTRG.1220	K24062
MSTRG.1221	K20031
MSTRG.12213	K04682
MSTRG.12216	K20804
MSTRG.12219	K10903
MSTRG.1222	K24062
MSTRG.12222	K20072
MSTRG.12227	K20526
MSTRG.12233	K20314
MSTRG.12234	K17779
MSTRG.12236	K23958
MSTRG.12241	K23114
MSTRG.12243	K23114
MSTRG.12244	K00911
MSTRG.12257	K03961
MSTRG.12265	K11146
MSTRG.12270	K17681
MSTRG.12278	K10631
MSTRG.12297	K27926
MSTRG.123	K02941
MSTRG.12312	K16862
MSTRG.12313	K26752
MSTRG.12314	K17710
MSTRG.12318	K02183
MSTRG.12318	K13448
MSTRG.12318	K13974
MSTRG.12319	K10624
MSTRG.12321	K25168
MSTRG.12322	K14007
MSTRG.12323	K14007
MSTRG.12328	K26118
MSTRG.12329	K00683
MSTRG.12331	K04378
MSTRG.12332	K25769
MSTRG.12334	K00863
MSTRG.12336	K01373
MSTRG.12338	K27833
MSTRG.12340	K16780
MSTRG.12341	K12813
MSTRG.12343	K12869
MSTRG.12344	K12869
MSTRG.12345	K12869
MSTRG.12364	K12662
MSTRG.12367	K12662
MSTRG.1237	K28197
MSTRG.12372	K12174
MSTRG.12373	K00777
MSTRG.12374	K21891
MSTRG.12379	K07002
MSTRG.1238	K00560
MSTRG.12381	K11322
MSTRG.12382	K11322
MSTRG.12386	K07525
MSTRG.12390	K04393
MSTRG.12390	K04392
MSTRG.12393	K11836
MSTRG.12394	K11836
MSTRG.12396	K11109
MSTRG.1240	K02960
MSTRG.12404	K07442
MSTRG.12405	K07442
MSTRG.12408	K16573
MSTRG.12410	K28026
MSTRG.12411	K28026
MSTRG.12423	K10398
MSTRG.12425	K12876
MSTRG.12430	K16454
MSTRG.12431	K07880
MSTRG.12435	K07497
MSTRG.12437	K21776
MSTRG.12438	K21776
MSTRG.12439	K02925
MSTRG.12443	K17637
MSTRG.12444	K08009
MSTRG.12445	K16587
MSTRG.12449	K12196
MSTRG.1245	K20649
MSTRG.12451	K23503
MSTRG.1246	K20649
MSTRG.12460	K22803
MSTRG.12461	K28082
MSTRG.12482	K05289
MSTRG.12483	K05289
MSTRG.12484	K05289
MSTRG.12486	K14790
MSTRG.12490	K15181
MSTRG.12492	K25401
MSTRG.12493	K25401
MSTRG.12524	K08819
MSTRG.12526	K24227
MSTRG.12544	K12657
MSTRG.12546	K17800
MSTRG.12558	K09583
MSTRG.12561	K10585
MSTRG.12568	K16575
MSTRG.12569	K06229
MSTRG.12574	K03022
MSTRG.12577	K02131
MSTRG.12579	K25427
MSTRG.1258	K17277
MSTRG.12584	K01283
MSTRG.12585	K01283
MSTRG.12586	K01283
MSTRG.1259	K17277
MSTRG.12590	K25361
MSTRG.12591	K11549
MSTRG.12596	K03251
MSTRG.12607	K23731
MSTRG.12608	K02213
MSTRG.12609	K13146
MSTRG.12611	K09527
MSTRG.12614	K03593
MSTRG.1262	K10085
MSTRG.1263	K23327
MSTRG.12634	K01580
MSTRG.1264	K12859
MSTRG.12640	K24787
MSTRG.12641	K02936
MSTRG.12646	K14409
MSTRG.12651	K12580
MSTRG.12653	K12580
MSTRG.12655	K16540
MSTRG.12657	K12229
MSTRG.12659	K27894
MSTRG.12669	K09533
MSTRG.12686	K14829
MSTRG.127	K23905
MSTRG.1270	K20279
MSTRG.12714	K06685
MSTRG.12721	K20821
MSTRG.12728	K24926
MSTRG.12729	K03861
MSTRG.12732	K01527
MSTRG.12738	K25102
MSTRG.12740	K03145
MSTRG.12747	K19192
MSTRG.12753	K10843
MSTRG.12755	K18123
MSTRG.12761	K14787
MSTRG.12762	K14787
MSTRG.12771	K07298
MSTRG.12779	K15201
MSTRG.1279	K17599
MSTRG.12795	K19473
MSTRG.128	K02995
MSTRG.12829	K02966
MSTRG.12849	K01783
MSTRG.12852	K02914
MSTRG.12853	K02914
MSTRG.12859	K03650
MSTRG.12862	K10086
MSTRG.1287	K10644
MSTRG.12876	K22765
MSTRG.12881	K08964
MSTRG.12885	K13997
MSTRG.12886	K06685
MSTRG.12893	K00844
MSTRG.12894	K09292
MSTRG.129	K17407
MSTRG.12916	K10321
MSTRG.12927	K03283
MSTRG.12933	K19370
MSTRG.12934	K03130
MSTRG.12943	K11716
MSTRG.12947	K11373
MSTRG.12949	K27819
MSTRG.1295	K14771
MSTRG.12950	K10446
MSTRG.12952	K12383
MSTRG.12958	K04506
MSTRG.12962	K11434
MSTRG.12964	K00604
MSTRG.12965	K06129
MSTRG.12968	K08601
MSTRG.12969	K08601
MSTRG.1297	K12861
MSTRG.12971	K11324
MSTRG.12973	K09228
MSTRG.12975	K17604
MSTRG.12983	K12826
MSTRG.1299	K03434
MSTRG.130	K07023
MSTRG.1300	K16756
MSTRG.13006	K01900
MSTRG.13012	K17339
MSTRG.13022	K14857
MSTRG.13023	K06630
MSTRG.13024	K21917
MSTRG.13025	K15507
MSTRG.13026	K03252
MSTRG.13028	K14026
MSTRG.13028	K07126
MSTRG.13032	K11313
MSTRG.13036	K00688
MSTRG.13044	K02876
MSTRG.13047	K00688
MSTRG.1305	K03136
MSTRG.13051	K15622
MSTRG.13053	K12180
MSTRG.13057	K17266
MSTRG.13059	K15167
MSTRG.13077	K14559
MSTRG.13078	K23435
MSTRG.13079	K17409
MSTRG.13081	K10571
MSTRG.13083	K14838
MSTRG.13088	K05956
MSTRG.1309	K09113
MSTRG.13094	K09228
MSTRG.13097	K09228
MSTRG.13100	K28528
MSTRG.13107	K15544
MSTRG.13108	K05701
MSTRG.13109	K15542
MSTRG.13119	K07942
MSTRG.13120	K17290
MSTRG.13128	K00030
MSTRG.13135	K16524
MSTRG.13139	K28063
MSTRG.13140	K18080
MSTRG.13142	K28063
MSTRG.13146	K18080
MSTRG.13159	K15117
MSTRG.13160	K14852
MSTRG.13165	K03955
MSTRG.13165	K02078
MSTRG.13168	K24652
MSTRG.13169	K24652
MSTRG.13170	K04638
MSTRG.13176	K04638
MSTRG.13177	K17893
MSTRG.13179	K22037
MSTRG.13184	K22037
MSTRG.13186	K22037
MSTRG.13190	K24353
MSTRG.13195	K18041
MSTRG.13204	K14388
MSTRG.13215	K26935
MSTRG.1322	K01307
MSTRG.13220	K26935
MSTRG.13221	K20186
MSTRG.13222	K02956
MSTRG.13225	K13108
MSTRG.13237	K24939
MSTRG.13238	K19752
MSTRG.13240	K07374
MSTRG.13245	K03260
MSTRG.13259	K18693
MSTRG.13285	K22735
MSTRG.13288	K12388
MSTRG.13296	K28442
MSTRG.133	K00850
MSTRG.13304	K13155
MSTRG.13307	K00965
MSTRG.13313	K11488
MSTRG.13328	K17776
MSTRG.13337	K23490
MSTRG.13340	K00511
MSTRG.13341	K15440
MSTRG.13342	K02434
MSTRG.13343	K14554
MSTRG.13344	K09022
MSTRG.13345	K10423
MSTRG.13364	K20703
MSTRG.13367	K08057
MSTRG.13370	K11493
MSTRG.13373	K01805
MSTRG.13374	K00876
MSTRG.13375	K22943
MSTRG.13381	K18423
MSTRG.13383	K18423
MSTRG.13385	K16810
MSTRG.13393	K24205
MSTRG.1340	K11503
MSTRG.13402	K11315
MSTRG.13406	K26226
MSTRG.13411	K26226
MSTRG.13426	K13700
MSTRG.13436	K00927
MSTRG.13438	K00927
MSTRG.13440	K14826
MSTRG.13440	K01802
MSTRG.13441	K11267
MSTRG.13461	K16865
MSTRG.13467	K27318
MSTRG.13469	K02916
MSTRG.1347	K01045
MSTRG.13470	K10434
MSTRG.13472	K07189
MSTRG.1348	K25656
MSTRG.13481	K24931
MSTRG.13486	K24931
MSTRG.13487	K24931
MSTRG.13489	K02835
MSTRG.13496	K07375
MSTRG.1350	K01045
MSTRG.13501	K11089
MSTRG.13512	K20308
MSTRG.13515	K12879
MSTRG.13517	K10770
MSTRG.1352	K14774
MSTRG.13552	K01802
MSTRG.13555	K00901
MSTRG.13600	K05724
MSTRG.13607	K10640
MSTRG.13609	K08707
MSTRG.13619	K17781
MSTRG.1362	K00720
MSTRG.13620	K17885
MSTRG.13622	K15287
MSTRG.13623	K07925
MSTRG.13629	K19022
MSTRG.1363	K00720
MSTRG.13631	K19022
MSTRG.13654	K20358
MSTRG.13659	K14303
MSTRG.13668	K28393
MSTRG.13680	K23663
MSTRG.13719	K15333
MSTRG.13737	K11292
MSTRG.13755	K11843
MSTRG.13757	K07466
MSTRG.13765	K16586
MSTRG.13769	K08855
MSTRG.13770	K15266
MSTRG.13771	K17637
MSTRG.13778	K03704
MSTRG.13783	K20069
MSTRG.13790	K13373
MSTRG.13791	K17293
MSTRG.13800	K08858
MSTRG.13809	K02537
MSTRG.13815	K24653
MSTRG.13828	K15164
MSTRG.13829	K15164
MSTRG.13830	K15164
MSTRG.13831	K11088
MSTRG.1384	K13280
MSTRG.13842	K07407
MSTRG.13843	K07407
MSTRG.13844	K01204
MSTRG.13844	K07407
MSTRG.1385	K11648
MSTRG.13860	K12566
MSTRG.13863	K12866
MSTRG.1387	K10276
MSTRG.13874	K20058
MSTRG.13875	K25458
MSTRG.13881	K01889
MSTRG.13884	K08515
MSTRG.13886	K25839
MSTRG.13893	K26232
MSTRG.13910	K01027
MSTRG.13910	K01029
MSTRG.13914	K09250
MSTRG.13914	K01027
MSTRG.13914	K01028
MSTRG.13923	K02208
MSTRG.13926	K24518
MSTRG.13927	K24518
MSTRG.13940	K15538
MSTRG.13949	K01135
MSTRG.13952	K08513
MSTRG.13961	K02564
MSTRG.13969	K14575
MSTRG.1397	K01834
MSTRG.13970	K20363
MSTRG.1398	K16518
MSTRG.13981	K00031
MSTRG.13983	K23288
MSTRG.13984	K23288
MSTRG.13990	K13937
MSTRG.13990	K01057
MSTRG.13991	K19219
MSTRG.13992	K24634
MSTRG.13997	K16833
MSTRG.14	K11352
MSTRG.14001	K00019
MSTRG.14020	K07870
MSTRG.14023	K00856
MSTRG.14035	K00876
MSTRG.14045	K19475
MSTRG.14046	K28455
MSTRG.1408	K15074
MSTRG.14086	K09228
MSTRG.14087	K09228
MSTRG.14092	K09228
MSTRG.14093	K11977
MSTRG.14100	K06709
MSTRG.14103	K17594
MSTRG.14136	K12603
MSTRG.14139	K28875
MSTRG.14141	K22991
MSTRG.14148	K19680
MSTRG.1415	K07836
MSTRG.1415	K04353
MSTRG.14161	K00710
MSTRG.14169	K26229
MSTRG.14171	K26229
MSTRG.1418	K04513
MSTRG.1418	K07975
MSTRG.14189	K01520
MSTRG.1419	K13948
MSTRG.14194	K01379
MSTRG.14198	K03871
MSTRG.14199	K15172
MSTRG.1420	K23612
MSTRG.14202	K14972
MSTRG.1421	K14800
MSTRG.14229	K01050
MSTRG.14233	K11137
MSTRG.14246	K01469
MSTRG.14251	K02919
MSTRG.14252	K11147
MSTRG.14253	K15631
MSTRG.14256	K24764
MSTRG.14257	K18400
MSTRG.14277	K06267
MSTRG.14279	K13109
MSTRG.14285	K10570
MSTRG.14286	K11108
MSTRG.14287	K17353
MSTRG.14289	K00128
MSTRG.14290	K11713
MSTRG.14292	K12236
MSTRG.14293	K20822
MSTRG.14300	K26545
MSTRG.14307	K17420
MSTRG.14321	K15210
MSTRG.14328	K02326
MSTRG.14329	K10263
MSTRG.1433	K03462
MSTRG.14330	K28434
MSTRG.14331	K10263
MSTRG.14332	K15407
MSTRG.1434	K03462
MSTRG.14343	K05849
MSTRG.14362	K00856
MSTRG.14363	K02895
MSTRG.14365	K13096
MSTRG.14367	K13129
MSTRG.14387	K11343
MSTRG.14391	K01047
MSTRG.14393	K20858
MSTRG.14395	K00981
MSTRG.14396	K00981
MSTRG.14400	K04370
MSTRG.1441	K13293
MSTRG.14412	K07207
MSTRG.14414	K16804
MSTRG.14415	K15759
MSTRG.14416	K10688
MSTRG.14420	K00569
MSTRG.14424	K08504
MSTRG.14430	K12462
MSTRG.14437	K05610
MSTRG.14444	K19915
MSTRG.1447	K26126
MSTRG.14473	K01206
MSTRG.14474	K00789
MSTRG.14476	K24351
MSTRG.14477	K01507
MSTRG.1448	K26126
MSTRG.14481	K25457
MSTRG.14482	K12778
MSTRG.14493	K04373
MSTRG.1450	K00939
MSTRG.14500	K08776
MSTRG.14509	K13728
MSTRG.14510	K00079
MSTRG.14511	K00079
MSTRG.14512	K03846
MSTRG.14513	K03846
MSTRG.14514	K02320
MSTRG.14519	K25686
MSTRG.14524	K11294
MSTRG.14532	K10691
MSTRG.14534	K10691
MSTRG.14535	K10691
MSTRG.14536	K13149
MSTRG.14539	K10637
MSTRG.14540	K18953
MSTRG.14541	K21198
MSTRG.14543	K00721
MSTRG.14565	K25628
MSTRG.14581	K23297
MSTRG.14582	K23297
MSTRG.14589	K03008
MSTRG.14592	K22758
MSTRG.14621	K09598
MSTRG.14622	K09598
MSTRG.14623	K26099
MSTRG.14624	K03595
MSTRG.14628	K02359
MSTRG.14629	K02359
MSTRG.14641	K12860
MSTRG.14643	K22193
MSTRG.14645	K24224
MSTRG.14669	K09214
MSTRG.14671	K10162
MSTRG.14674	K03941
MSTRG.14674	K00338
MSTRG.14675	K10264
MSTRG.14676	K11414
MSTRG.14677	K24733
MSTRG.14682	K10766
MSTRG.14683	K24051
MSTRG.14687	K05349
MSTRG.14696	K20409
MSTRG.14702	K00787
MSTRG.14710	K20050
MSTRG.14711	K14785
MSTRG.14713	K14824
MSTRG.14715	K01810
MSTRG.14716	K16475
MSTRG.14718	K02990
MSTRG.14719	K08202
MSTRG.14721	K00685
MSTRG.14722	K24810
MSTRG.14724	K24810
MSTRG.14729	K02954
MSTRG.1474	K03522
MSTRG.14744	K04210
MSTRG.1475	K03522
MSTRG.14751	K14443
MSTRG.14754	K11275
MSTRG.14763	K00744
MSTRG.14768	K18343
MSTRG.1477	K20498
MSTRG.14772	K13110
MSTRG.14773	K12150
MSTRG.14775	K10884
MSTRG.14776	K11338
MSTRG.14795	K09553
MSTRG.14800	K26480
MSTRG.14803	K17658
MSTRG.14805	K25592
