gene_id	term
MSTRG.10074	GO:0005515
MSTRG.10074	GO:0019031
MSTRG.10074	GO:0006355
MSTRG.10075	GO:0004564
MSTRG.10075	GO:0005515
MSTRG.10075	GO:0019031
MSTRG.10075	GO:0006355
MSTRG.10077	GO:0003743
MSTRG.10077	GO:0005515
MSTRG.10077	GO:0005737
MSTRG.10077	GO:0005852
MSTRG.10077	GO:0007165
MSTRG.10077	GO:0010506
MSTRG.10079	GO:0005515
MSTRG.10079	GO:0005525
MSTRG.10079	GO:0006614
MSTRG.10079	GO:0016887
MSTRG.10079	GO:0005524
MSTRG.10079	GO:0016301
MSTRG.10080	GO:0009882
MSTRG.10080	GO:0071949
MSTRG.10081	GO:0004721
MSTRG.10081	GO:0004725
MSTRG.10081	GO:0006470
MSTRG.10081	GO:0016311
MSTRG.10082	GO:0003341
MSTRG.10082	GO:0003677
MSTRG.10082	GO:0005930
MSTRG.10082	GO:0006450
MSTRG.10082	GO:0006886
MSTRG.10082	GO:0016192
MSTRG.10082	GO:0036159
MSTRG.10082	GO:0039679
MSTRG.10085	GO:0022857
MSTRG.10085	GO:0055085
MSTRG.10087	GO:0009098
MSTRG.10096	GO:0016491
MSTRG.10099	GO:0003677
MSTRG.10099	GO:0005515
MSTRG.10099	GO:0005975
MSTRG.10099	GO:0006072
MSTRG.101	GO:0003677
MSTRG.101	GO:0003700
MSTRG.101	GO:0006355
MSTRG.10100	GO:0005506
MSTRG.10110	GO:0003924
MSTRG.10110	GO:0005525
MSTRG.10112	GO:0007059
MSTRG.10112	GO:0034080
MSTRG.10115	GO:0003723
MSTRG.10115	GO:0004553
MSTRG.10115	GO:0005975
MSTRG.10115	GO:0004721
MSTRG.10115	GO:0004725
MSTRG.10115	GO:0005576
MSTRG.10115	GO:0006869
MSTRG.10115	GO:0008289
MSTRG.10115	GO:0042157
MSTRG.10115	GO:0003677
MSTRG.10115	GO:0006355
MSTRG.10118	GO:0003723
MSTRG.10118	GO:0016837
MSTRG.10118	GO:0042597
MSTRG.10118	GO:0045490
MSTRG.10119	GO:0030514
MSTRG.10119	GO:0045596
MSTRG.10119	GO:0046983
MSTRG.10119	GO:0098024
MSTRG.10123	GO:0004930
MSTRG.10123	GO:0007186
MSTRG.10123	GO:0016020
MSTRG.10123	GO:0070072
MSTRG.10127	GO:0006270
MSTRG.1013	GO:0005515
MSTRG.10133	GO:0016020
MSTRG.10136	GO:0003676
MSTRG.10136	GO:0003887
MSTRG.10136	GO:0006260
MSTRG.10136	GO:0006313
MSTRG.10136	GO:0006351
MSTRG.10136	GO:0008270
MSTRG.10141	GO:0030246
MSTRG.10143	GO:0016020
MSTRG.10143	GO:0030001
MSTRG.10143	GO:0046873
MSTRG.10143	GO:0055085
MSTRG.10148	GO:0008113
MSTRG.10150	GO:0016788
MSTRG.10151	GO:0006511
MSTRG.10151	GO:0031625
MSTRG.10152	GO:0006511
MSTRG.10152	GO:0031625
MSTRG.10155	GO:0005634
MSTRG.10155	GO:0006302
MSTRG.10156	GO:0003341
MSTRG.10156	GO:0005930
MSTRG.10156	GO:0036159
MSTRG.10157	GO:0000278
MSTRG.10157	GO:0000775
MSTRG.10157	GO:0005102
MSTRG.10157	GO:0005577
MSTRG.10157	GO:0005634
MSTRG.10157	GO:0005737
MSTRG.10157	GO:0005815
MSTRG.10157	GO:0006357
MSTRG.10157	GO:0016020
MSTRG.10157	GO:0019069
MSTRG.10157	GO:0030168
MSTRG.10157	GO:0043093
MSTRG.10157	GO:0051258
MSTRG.10157	GO:0090529
MSTRG.1016	GO:0005540
MSTRG.1016	GO:0007155
MSTRG.1016	GO:0051216
MSTRG.10164	GO:0020037
MSTRG.10165	GO:0020037
MSTRG.10169	GO:0003924
MSTRG.10169	GO:0005525
MSTRG.10175	GO:0003779
MSTRG.10175	GO:0004017
MSTRG.10175	GO:0005198
MSTRG.10175	GO:0005856
MSTRG.10175	GO:0003677
MSTRG.10175	GO:0019082
MSTRG.10175	GO:0002098
MSTRG.10175	GO:0033588
MSTRG.10175	GO:0016032
MSTRG.10175	GO:0008982
MSTRG.10176	GO:0004017
MSTRG.1018	GO:0000408
MSTRG.1018	GO:0005515
MSTRG.1018	GO:0032040
MSTRG.10184	GO:0005737
MSTRG.10184	GO:0005944
MSTRG.10184	GO:0008157
MSTRG.10184	GO:0019888
MSTRG.10184	GO:0046935
MSTRG.10184	GO:0000775
MSTRG.10184	GO:0003677
MSTRG.10184	GO:0003682
MSTRG.10184	GO:0003700
MSTRG.10184	GO:0005634
MSTRG.10184	GO:0006270
MSTRG.10184	GO:0006352
MSTRG.10184	GO:0006355
MSTRG.10184	GO:0008270
MSTRG.10184	GO:0009236
MSTRG.10184	GO:0016987
MSTRG.10184	GO:0030289
MSTRG.10185	GO:0003700
MSTRG.10185	GO:0006355
MSTRG.10186	GO:0003676
MSTRG.10186	GO:0003677
MSTRG.10186	GO:0005524
MSTRG.10186	GO:0008270
MSTRG.10186	GO:0016787
MSTRG.10188	GO:0005515
MSTRG.10188	GO:0006355
MSTRG.10189	GO:0003341
MSTRG.10189	GO:0005930
MSTRG.10189	GO:0036159
MSTRG.10189	GO:0008318
MSTRG.10189	GO:0018342
MSTRG.10189	GO:0003968
MSTRG.10189	GO:0004713
MSTRG.10189	GO:0005925
MSTRG.10189	GO:0006468
MSTRG.10189	GO:0006508
MSTRG.10189	GO:0007172
MSTRG.10189	GO:0008234
MSTRG.1019	GO:0016020
MSTRG.10190	GO:0003341
MSTRG.10190	GO:0005930
MSTRG.10190	GO:0036159
MSTRG.10190	GO:0003968
MSTRG.10190	GO:0004713
MSTRG.10190	GO:0005925
MSTRG.10190	GO:0006468
MSTRG.10190	GO:0006508
MSTRG.10190	GO:0007172
MSTRG.10190	GO:0008234
MSTRG.10202	GO:0015276
MSTRG.10202	GO:0016020
MSTRG.10204	GO:0022857
MSTRG.10204	GO:0055085
MSTRG.10206	GO:0003824
MSTRG.10206	GO:0004788
MSTRG.10206	GO:0005524
MSTRG.10206	GO:0009229
MSTRG.10210	GO:0003700
MSTRG.10210	GO:0005198
MSTRG.10210	GO:0005506
MSTRG.10210	GO:0006355
MSTRG.10210	GO:0008270
MSTRG.10210	GO:0016226
MSTRG.10210	GO:0019028
MSTRG.10210	GO:0043565
MSTRG.10210	GO:0051536
MSTRG.10211	GO:0003700
MSTRG.10211	GO:0004017
MSTRG.10211	GO:0006355
MSTRG.10211	GO:0008270
MSTRG.10211	GO:0043565
MSTRG.10213	GO:0016020
MSTRG.10214	GO:0005576
MSTRG.10214	GO:0030414
MSTRG.10217	GO:0005576
MSTRG.1022	GO:0003713
MSTRG.1022	GO:0007219
MSTRG.1022	GO:0016491
MSTRG.1022	GO:0016607
MSTRG.1022	GO:0045944
MSTRG.10222	GO:0005507
MSTRG.10222	GO:0008131
MSTRG.10222	GO:0009308
MSTRG.10222	GO:0048038
MSTRG.10223	GO:0005507
MSTRG.10223	GO:0008131
MSTRG.10223	GO:0009308
MSTRG.10223	GO:0048038
MSTRG.10225	GO:0005515
MSTRG.10226	GO:0045048
MSTRG.10228	GO:0016020
MSTRG.10228	GO:0022857
MSTRG.10228	GO:0055085
MSTRG.1023	GO:0005886
MSTRG.1023	GO:0022857
MSTRG.1023	GO:0055085
MSTRG.10230	GO:0016020
MSTRG.10230	GO:0022857
MSTRG.10230	GO:0055085
MSTRG.10230	GO:0070072
MSTRG.10237	GO:0004672
MSTRG.10237	GO:0005524
MSTRG.10237	GO:0006468
MSTRG.10240	GO:0005576
MSTRG.10240	GO:0007275
MSTRG.10240	GO:0030178
MSTRG.10240	GO:0030414
MSTRG.10253	GO:0043386
MSTRG.10253	GO:0006629
MSTRG.10253	GO:0016627
MSTRG.10254	GO:0003677
MSTRG.10254	GO:0016491
MSTRG.10255	GO:0005230
MSTRG.10255	GO:0006811
MSTRG.10255	GO:0016020
MSTRG.10260	GO:0016020
MSTRG.10261	GO:0003723
MSTRG.10261	GO:0003924
MSTRG.10261	GO:0003968
MSTRG.10261	GO:0005741
MSTRG.10261	GO:0006351
MSTRG.10261	GO:0006886
MSTRG.10261	GO:0008053
MSTRG.10261	GO:0016020
MSTRG.10261	GO:0017119
MSTRG.10264	GO:0003723
MSTRG.10264	GO:0004540
MSTRG.10264	GO:0005576
MSTRG.10265	GO:0003824
MSTRG.1027	GO:0005515
MSTRG.1027	GO:0015031
MSTRG.1027	GO:0036211
MSTRG.10271	GO:0000166
MSTRG.10271	GO:0003676
MSTRG.10271	GO:0004812
MSTRG.10271	GO:0005524
MSTRG.10271	GO:0006418
MSTRG.10272	GO:0016829
MSTRG.10272	GO:0016866
MSTRG.10272	GO:0031419
MSTRG.10272	GO:0046872
MSTRG.10273	GO:0007165
MSTRG.10276	GO:0006629
MSTRG.10276	GO:0009058
MSTRG.10276	GO:0016787
MSTRG.10276	GO:0016788
MSTRG.10277	GO:0000166
MSTRG.10277	GO:0004812
MSTRG.10277	GO:0005524
MSTRG.10277	GO:0006418
MSTRG.1029	GO:0003690
MSTRG.1029	GO:0005102
MSTRG.1029	GO:0005577
MSTRG.1029	GO:0016020
MSTRG.1029	GO:0016755
MSTRG.1029	GO:0030168
MSTRG.1029	GO:0042262
MSTRG.1029	GO:0044038
MSTRG.1029	GO:0051258
MSTRG.10290	GO:0000012
MSTRG.10290	GO:0003684
MSTRG.10290	GO:0005634
MSTRG.10293	GO:0000139
MSTRG.10293	GO:0006891
MSTRG.10293	GO:0023041
MSTRG.10293	GO:0030867
MSTRG.10296	GO:0004601
MSTRG.10296	GO:0006979
MSTRG.10298	GO:0016020
MSTRG.10299	GO:0004315
MSTRG.10299	GO:0004421
MSTRG.10299	GO:0006084
MSTRG.10299	GO:0006633
MSTRG.10299	GO:0010142
MSTRG.103	GO:0016020
MSTRG.103	GO:0022857
MSTRG.103	GO:0055085
MSTRG.10301	GO:0000921
MSTRG.10301	GO:0003341
MSTRG.10301	GO:0003924
MSTRG.10301	GO:0005198
MSTRG.10301	GO:0005741
MSTRG.10301	GO:0005930
MSTRG.10301	GO:0005940
MSTRG.10301	GO:0007155
MSTRG.10301	GO:0007165
MSTRG.10301	GO:0008053
MSTRG.10301	GO:0008134
MSTRG.10301	GO:0009424
MSTRG.10301	GO:0016020
MSTRG.10301	GO:0019028
MSTRG.10301	GO:0019031
MSTRG.10301	GO:0019064
MSTRG.10301	GO:0036159
MSTRG.10301	GO:0039679
MSTRG.10301	GO:0042803
MSTRG.10301	GO:0046789
MSTRG.10301	GO:0051225
MSTRG.10301	GO:0070652
MSTRG.10301	GO:0070840
MSTRG.10303	GO:0003677
MSTRG.10306	GO:0005515
MSTRG.10306	GO:0005737
MSTRG.10306	GO:0008157
MSTRG.10306	GO:0019888
MSTRG.10306	GO:0070823
MSTRG.10307	GO:0003677
MSTRG.10307	GO:0005634
MSTRG.10307	GO:0005737
MSTRG.10307	GO:0006397
MSTRG.10307	GO:0008157
MSTRG.10307	GO:0019888
MSTRG.10307	GO:0046660
MSTRG.10307	GO:0002128
MSTRG.10307	GO:0008175
MSTRG.1031	GO:0016301
MSTRG.1031	GO:0016772
MSTRG.10315	GO:0004930
MSTRG.10315	GO:0006468
MSTRG.10315	GO:0007186
MSTRG.10315	GO:0016020
MSTRG.10315	GO:0016773
MSTRG.10315	GO:0019748
MSTRG.10317	GO:0007219
MSTRG.10317	GO:0007275
MSTRG.10317	GO:0016020
MSTRG.10317	GO:0030154
MSTRG.1032	GO:0016301
MSTRG.1032	GO:0016772
MSTRG.10320	GO:0016491
MSTRG.10320	GO:0016020
MSTRG.10320	GO:0019013
MSTRG.10322	GO:0005102
MSTRG.10322	GO:0005576
MSTRG.10322	GO:0007275
MSTRG.10322	GO:0016055
MSTRG.10323	GO:0003723
MSTRG.10327	GO:0004252
MSTRG.10327	GO:0007165
MSTRG.10327	GO:0016020
MSTRG.10327	GO:0070008
MSTRG.1033	GO:0016301
MSTRG.1033	GO:0016772
MSTRG.10330	GO:0042274
MSTRG.10330	GO:0015097
MSTRG.10330	GO:0015694
MSTRG.10330	GO:0016020
MSTRG.10338	GO:0005515
MSTRG.10338	GO:0015031
MSTRG.10338	GO:0036211
MSTRG.10341	GO:0006302
MSTRG.10341	GO:0016887
MSTRG.10343	GO:0006275
MSTRG.10343	GO:0016020
MSTRG.10343	GO:0075733
MSTRG.10346	GO:0003700
MSTRG.10346	GO:0006260
MSTRG.10346	GO:0006355
MSTRG.10347	GO:0003700
MSTRG.10347	GO:0006260
MSTRG.10347	GO:0006355
MSTRG.10347	GO:0003677
MSTRG.10347	GO:0008170
MSTRG.10347	GO:0008757
MSTRG.10347	GO:0016435
MSTRG.10347	GO:0070476
MSTRG.10348	GO:0007165
MSTRG.10349	GO:0004553
MSTRG.10349	GO:0005975
MSTRG.10354	GO:0032266
MSTRG.10354	GO:0043130
MSTRG.10357	GO:0016020
MSTRG.10357	GO:0016311
MSTRG.10357	GO:0019031
MSTRG.10357	GO:0050380
MSTRG.10358	GO:0005199
MSTRG.10359	GO:0000271
MSTRG.10359	GO:0004252
MSTRG.10359	GO:0016020
MSTRG.10364	GO:0004930
MSTRG.10364	GO:0007186
MSTRG.10364	GO:0008528
MSTRG.10364	GO:0016020
MSTRG.10367	GO:0005509
MSTRG.10367	GO:0007156
MSTRG.10370	GO:0008270
MSTRG.10371	GO:0003712
MSTRG.10371	GO:0006355
MSTRG.10371	GO:0016592
MSTRG.10372	GO:0003723
MSTRG.10380	GO:0003723
MSTRG.10380	GO:0006396
MSTRG.10384	GO:0004609
MSTRG.10384	GO:0008654
MSTRG.1039	GO:0003677
MSTRG.1039	GO:0006355
MSTRG.1039	GO:0016020
MSTRG.10391	GO:0005975
MSTRG.10391	GO:0016301
MSTRG.10392	GO:0005975
MSTRG.10392	GO:0016301
MSTRG.10395	GO:0002080
MSTRG.10395	GO:0005765
MSTRG.10400	GO:0046983
MSTRG.10406	GO:0016020
MSTRG.10406	GO:0022857
MSTRG.10406	GO:0055085
MSTRG.1041	GO:0005515
MSTRG.10412	GO:0004930
MSTRG.10412	GO:0007186
MSTRG.10412	GO:0016020
MSTRG.10417	GO:0036211
MSTRG.1042	GO:0015986
MSTRG.1042	GO:0046933
MSTRG.10421	GO:0005213
MSTRG.10421	GO:0007275
MSTRG.10421	GO:0007304
MSTRG.10421	GO:0042600
MSTRG.10424	GO:0003848
MSTRG.10424	GO:0009396
MSTRG.10425	GO:0005515
MSTRG.10426	GO:0004663
MSTRG.10426	GO:0008270
MSTRG.10426	GO:0008318
MSTRG.10426	GO:0018342
MSTRG.10427	GO:0016020
MSTRG.10429	GO:0003779
MSTRG.10429	GO:0007010
MSTRG.10430	GO:0003779
MSTRG.10430	GO:0007010
MSTRG.10435	GO:0005213
MSTRG.10435	GO:0005576
MSTRG.10435	GO:0007304
MSTRG.10435	GO:0042600
MSTRG.10436	GO:0001510
MSTRG.10436	GO:0003677
MSTRG.10436	GO:0005737
MSTRG.10436	GO:0006364
MSTRG.10436	GO:0008168
MSTRG.10436	GO:0008170
MSTRG.10436	GO:0008649
MSTRG.10436	GO:0008757
MSTRG.10436	GO:0009312
MSTRG.10436	GO:0036261
MSTRG.10437	GO:0071816
MSTRG.10439	GO:0039679
MSTRG.10439	GO:0016020
MSTRG.10439	GO:0140359
MSTRG.10441	GO:0003887
MSTRG.10441	GO:0006260
MSTRG.10441	GO:0008408
MSTRG.10448	GO:0003712
MSTRG.10448	GO:0006357
MSTRG.10448	GO:0016592
MSTRG.10451	GO:0006886
MSTRG.10453	GO:0003677
MSTRG.10453	GO:0044423
MSTRG.10460	GO:0003700
MSTRG.10460	GO:0006355
MSTRG.10460	GO:0008270
MSTRG.10460	GO:0019031
MSTRG.10460	GO:0043565
MSTRG.10460	GO:0001819
MSTRG.10460	GO:0008284
MSTRG.10460	GO:0010884
MSTRG.10460	GO:0006281
MSTRG.10460	GO:0006310
MSTRG.10460	GO:0046872
MSTRG.10460	GO:0006915
MSTRG.10461	GO:0003700
MSTRG.10461	GO:0006281
MSTRG.10461	GO:0006355
MSTRG.10461	GO:0008270
MSTRG.10461	GO:0019031
MSTRG.10461	GO:0043565
MSTRG.10461	GO:0001819
MSTRG.10461	GO:0008284
MSTRG.10461	GO:0010884
MSTRG.10461	GO:0006310
MSTRG.10461	GO:0046872
MSTRG.10461	GO:0006915
MSTRG.10463	GO:0003700
MSTRG.10463	GO:0005634
MSTRG.10463	GO:0003677
MSTRG.10463	GO:0006355
MSTRG.10463	GO:0004843
MSTRG.10463	GO:0016579
MSTRG.10464	GO:0005507
MSTRG.10464	GO:0005739
MSTRG.10464	GO:0005758
MSTRG.10464	GO:0016531
MSTRG.10465	GO:0003676
MSTRG.10465	GO:0016787
MSTRG.10465	GO:0046872
MSTRG.10466	GO:0005634
MSTRG.10466	GO:0017025
MSTRG.10466	GO:0051726
MSTRG.10467	GO:0003700
MSTRG.10467	GO:0006352
MSTRG.10467	GO:0006355
MSTRG.10467	GO:0017025
MSTRG.10468	GO:0003676
MSTRG.10468	GO:0016787
MSTRG.10468	GO:0046872
MSTRG.10469	GO:0003676
MSTRG.10469	GO:0016787
MSTRG.10469	GO:0046872
MSTRG.10470	GO:0004531
MSTRG.10470	GO:0006259
MSTRG.10474	GO:0004497
MSTRG.10474	GO:0005506
MSTRG.10474	GO:0016705
MSTRG.10474	GO:0020037
MSTRG.10475	GO:0004497
MSTRG.10475	GO:0005506
MSTRG.10475	GO:0016705
MSTRG.10475	GO:0020037
MSTRG.10476	GO:0004497
MSTRG.10476	GO:0005506
MSTRG.10476	GO:0016705
MSTRG.10476	GO:0020037
MSTRG.10479	GO:0005763
MSTRG.10479	GO:0006284
MSTRG.10479	GO:0008725
MSTRG.1048	GO:0005524
MSTRG.1048	GO:0006298
MSTRG.1048	GO:0030983
MSTRG.10480	GO:0006520
MSTRG.10480	GO:0016740
MSTRG.10480	GO:0016829
MSTRG.10480	GO:0016830
MSTRG.10480	GO:0019752
MSTRG.10480	GO:0030170
MSTRG.10485	GO:0004631
MSTRG.10485	GO:0005737
MSTRG.10485	GO:0006695
MSTRG.10485	GO:0070403
MSTRG.10486	GO:0005515
MSTRG.10488	GO:0006508
MSTRG.10488	GO:0008236
MSTRG.10488	GO:0009058
MSTRG.10488	GO:0016787
MSTRG.10489	GO:0003676
MSTRG.10489	GO:0008270
MSTRG.1049	GO:0005524
MSTRG.1049	GO:0006298
MSTRG.1049	GO:0016051
MSTRG.1049	GO:0016887
MSTRG.1049	GO:0030983
MSTRG.10491	GO:0004114
MSTRG.10491	GO:0005515
MSTRG.10491	GO:0006383
MSTRG.10491	GO:0007165
MSTRG.10491	GO:0008982
MSTRG.10491	GO:0009401
MSTRG.10492	GO:0000145
MSTRG.10492	GO:0006887
MSTRG.10493	GO:0003723
MSTRG.10494	GO:0016491
MSTRG.10494	GO:0046872
MSTRG.10496	GO:0003676
MSTRG.10496	GO:0003677
MSTRG.10496	GO:0004386
MSTRG.10496	GO:0005524
MSTRG.10496	GO:0016787
MSTRG.10496	GO:0016887
MSTRG.10496	GO:0051276
MSTRG.10496	GO:0015631
MSTRG.105	GO:0001534
MSTRG.105	GO:0005515
MSTRG.105	GO:0046872
MSTRG.105	GO:0060271
MSTRG.105	GO:0060294
MSTRG.10500	GO:0003824
MSTRG.10502	GO:0007154
MSTRG.10502	GO:0016020
MSTRG.10505	GO:0016779
MSTRG.10508	GO:0009236
MSTRG.10508	GO:0016020
MSTRG.10508	GO:0048472
MSTRG.10511	GO:0004748
MSTRG.10511	GO:0005524
MSTRG.10511	GO:0009263
MSTRG.10511	GO:0003924
MSTRG.10511	GO:0005741
MSTRG.10511	GO:0008053
MSTRG.10511	GO:0016020
MSTRG.10511	GO:0033179
MSTRG.10511	GO:0046961
MSTRG.10511	GO:1902600
MSTRG.10515	GO:0005524
MSTRG.10517	GO:0005198
MSTRG.10519	GO:0009061
MSTRG.10520	GO:0009061
MSTRG.10524	GO:0003676
MSTRG.10524	GO:0006397
MSTRG.10525	GO:0000724
MSTRG.10525	GO:0016197
MSTRG.10525	GO:0030119
MSTRG.10529	GO:0000278
MSTRG.10529	GO:0000775
MSTRG.10529	GO:0000921
MSTRG.10529	GO:0003341
MSTRG.10529	GO:0003700
MSTRG.10529	GO:0004252
MSTRG.10529	GO:0005634
MSTRG.10529	GO:0005815
MSTRG.10529	GO:0005886
MSTRG.10529	GO:0005930
MSTRG.10529	GO:0005940
MSTRG.10529	GO:0006260
MSTRG.10529	GO:0006355
MSTRG.10529	GO:0006357
MSTRG.10529	GO:0008134
MSTRG.10529	GO:0016020
MSTRG.10529	GO:0031514
MSTRG.10529	GO:0033179
MSTRG.10529	GO:0036159
MSTRG.10529	GO:0042803
MSTRG.10529	GO:0043565
MSTRG.10529	GO:0046961
MSTRG.10529	GO:0048870
MSTRG.10529	GO:0070840
MSTRG.10529	GO:1902600
MSTRG.10533	GO:0005524
MSTRG.10533	GO:0016887
MSTRG.10537	GO:0003676
MSTRG.10537	GO:0005515
MSTRG.10539	GO:0006914
MSTRG.10539	GO:1990316
MSTRG.1054	GO:0005506
MSTRG.1054	GO:0006281
MSTRG.1054	GO:0008270
MSTRG.1054	GO:0016651
MSTRG.1054	GO:0048038
MSTRG.1054	GO:0051287
MSTRG.1054	GO:0003677
MSTRG.10540	GO:0003743
MSTRG.10540	GO:0005515
MSTRG.10540	GO:0005737
MSTRG.10540	GO:0005852
MSTRG.10540	GO:0007165
MSTRG.10540	GO:0010506
MSTRG.10541	GO:0006508
MSTRG.10541	GO:0008233
MSTRG.10544	GO:0005096
MSTRG.10544	GO:0006511
MSTRG.10544	GO:0043547
MSTRG.10544	GO:0051056
MSTRG.10545	GO:0006631
MSTRG.10545	GO:0016491
MSTRG.10545	GO:0016616
MSTRG.10545	GO:0050661
MSTRG.10545	GO:0070403
MSTRG.10546	GO:0005524
MSTRG.10546	GO:0005525
MSTRG.10546	GO:0016020
MSTRG.10546	GO:0016887
MSTRG.10546	GO:0055085
MSTRG.10546	GO:0140359
MSTRG.10547	GO:0003677
MSTRG.10547	GO:0005730
MSTRG.10547	GO:0006355
MSTRG.10547	GO:0008134
MSTRG.1055	GO:0005506
MSTRG.1055	GO:0008270
MSTRG.10553	GO:0003677
MSTRG.10553	GO:0003735
MSTRG.10553	GO:0003899
MSTRG.10553	GO:0005515
MSTRG.10553	GO:0005840
MSTRG.10553	GO:0006351
MSTRG.10553	GO:0006412
MSTRG.10553	GO:0016151
MSTRG.10553	GO:0051604
MSTRG.10553	GO:0110078
MSTRG.10553	GO:0008270
MSTRG.10555	GO:0003723
MSTRG.10555	GO:0016779
MSTRG.10559	GO:0004672
MSTRG.10559	GO:0005524
MSTRG.10559	GO:0006468
MSTRG.10559	GO:0007165
MSTRG.10559	GO:0008608
MSTRG.10559	GO:0042729
MSTRG.10559	GO:0051225
MSTRG.10559	GO:0070652
MSTRG.10559	GO:0072686
MSTRG.10561	GO:0003700
MSTRG.10561	GO:0006352
MSTRG.10561	GO:0006355
MSTRG.10568	GO:0005737
MSTRG.10568	GO:0043066
MSTRG.10568	GO:0071986
MSTRG.10569	GO:0004932
MSTRG.10569	GO:0007186
MSTRG.10569	GO:0016020
MSTRG.1057	GO:0006281
MSTRG.1057	GO:0008270
MSTRG.1057	GO:0016651
MSTRG.1057	GO:0017121
MSTRG.1057	GO:0017128
MSTRG.1057	GO:0048038
MSTRG.1057	GO:0051287
MSTRG.10570	GO:0004932
MSTRG.10570	GO:0007186
MSTRG.10570	GO:0016020
MSTRG.10571	GO:0004185
MSTRG.10571	GO:0005811
MSTRG.10571	GO:0006508
MSTRG.10571	GO:0008236
MSTRG.10571	GO:0016298
MSTRG.10571	GO:0016787
MSTRG.10571	GO:0016788
MSTRG.10571	GO:0019915
MSTRG.10571	GO:0070008
MSTRG.10572	GO:0003677
MSTRG.10573	GO:0005634
MSTRG.10573	GO:0008270
MSTRG.10573	GO:0006355
MSTRG.10573	GO:0042974
MSTRG.10574	GO:0003341
MSTRG.10574	GO:0005930
MSTRG.10574	GO:0036159
MSTRG.10574	GO:0051225
MSTRG.10574	GO:0070652
MSTRG.10575	GO:0000921
MSTRG.10575	GO:0003341
MSTRG.10575	GO:0003677
MSTRG.10575	GO:0005930
MSTRG.10575	GO:0005940
MSTRG.10575	GO:0006606
MSTRG.10575	GO:0006886
MSTRG.10575	GO:0007030
MSTRG.10575	GO:0007094
MSTRG.10575	GO:0008134
MSTRG.10575	GO:0008608
MSTRG.10575	GO:0008855
MSTRG.10575	GO:0009288
MSTRG.10575	GO:0016020
MSTRG.10575	GO:0016192
MSTRG.10575	GO:0016459
MSTRG.10575	GO:0031514
MSTRG.10575	GO:0036159
MSTRG.10575	GO:0042729
MSTRG.10575	GO:0042803
MSTRG.10575	GO:0048870
MSTRG.10575	GO:0051082
MSTRG.10575	GO:0051225
MSTRG.10575	GO:0070652
MSTRG.10575	GO:0070840
MSTRG.10575	GO:0071973
MSTRG.10575	GO:0072686
MSTRG.10575	GO:0005815
MSTRG.10576	GO:0000278
MSTRG.10576	GO:0000775
MSTRG.10576	GO:0000921
MSTRG.10576	GO:0003341
MSTRG.10576	GO:0005634
MSTRG.10576	GO:0005930
MSTRG.10576	GO:0005940
MSTRG.10576	GO:0006606
MSTRG.10576	GO:0007030
MSTRG.10576	GO:0008855
MSTRG.10576	GO:0016020
MSTRG.10576	GO:0030474
